map,agent,maps_played,pick_rate,pick_rate_from_comps,sample_reliability_score,global_pick_rate,local_pick_delta,cross_map_stability_score,map_dependence_score,meta_presence_score,agent_meta_label,tier_score,tier
Fracture,kayo,27.0,0.037037037037037,,0.7746,0.0654597701149425,-0.0284,0.6782,-0.038,0.2666,situational_pick,0.2666,situational_pick
Fracture,harbor,27.0,0.0,,0.7746,0.0506896551724138,-0.0507,0.7246,-0.0678,0.2611,situational_pick,0.2611,situational_pick
Fracture,killjoy,27.0,0.0366666666666666,,0.7746,0.1355316091954023,-0.0989,0.6283,-0.1323,0.2565,situational_pick,0.2565,situational_pick
Fracture,phoenix,27.0,0.0177777777777777,,0.7746,0.1569827586206896,-0.1392,0.6265,-0.1862,0.2486,situational_pick,0.2486,situational_pick
Fracture,jett,27.0,0.0,,0.7746,0.0925143678160919,-0.0925,0.6011,-0.1237,0.2364,situational_pick,0.2364,situational_pick
Fracture,fade,27.0,0.1296296296296296,,0.7746,0.3588218390804598,-0.2292,0.2934,-0.3065,0.2267,situational_pick,0.2267,situational_pick
Fracture,astra,27.0,0.0911111111111111,,0.7746,0.2522701149425287,-0.1612,0.2154,-0.2156,0.1957,low_sample_signal,0.1957,low_sample_signal
Fracture,sova,27.0,0.0,,0.7746,0.2427011494252873,-0.2427,0.1719,-0.3246,0.1506,low_sample_signal,0.1506,low_sample_signal
Fracture,viper,27.0,0.0185185185185185,,0.7746,0.4952011494252873,-0.4767,0.0862,-0.6376,0.1408,low_sample_signal,0.1408,low_sample_signal
Fracture,omen,27.0,0.0185185185185185,,0.7746,0.5063362068965518,-0.4878,0.0005,-0.6524,0.1237,low_sample_signal,0.1237,low_sample_signal
Haven,neon,39.0,0.8974358974358975,,0.9309,0.8105747126436783,0.0869,0.7902,0.1162,0.6566,global_meta_core,0.6566,global_meta_core
Haven,omen,39.0,0.9356410256410256,,0.9309,0.5063362068965518,0.4293,0.0005,0.5742,0.514,map_specialist,0.514,map_specialist
Haven,sova,39.0,0.6653846153846154,,0.9309,0.2427011494252873,0.4227,0.1719,0.5653,0.4402,map_specialist,0.4402,map_specialist
Haven,cypher,39.0,0.5135897435897435,,0.9309,0.233735632183908,0.2799,0.4393,0.3743,0.4329,situational_pick,0.4329,situational_pick
Haven,phoenix,39.0,0.3843589743589743,,0.9309,0.1569827586206896,0.2274,0.6265,0.3041,0.4187,stable_pick,0.4187,stable_pick
Haven,killjoy,39.0,0.2584615384615385,,0.9309,0.1355316091954023,0.1229,0.6283,0.1644,0.3687,situational_pick,0.3687,situational_pick
Haven,chamber,39.0,0.1825641025641025,,0.9309,0.1258908045977011,0.0567,0.7275,0.0758,0.3582,situational_pick,0.3582,situational_pick
Haven,waylay,39.0,0.2197435897435897,,0.9309,0.3605603448275862,-0.1408,0.6447,-0.1883,0.3565,situational_pick,0.3565,situational_pick
Haven,deadlock,39.0,0.0507692307692307,,0.9309,0.0242097701149425,0.0266,0.9554,0.0356,0.351,situational_pick,0.351,situational_pick
Haven,clove,39.0,0.0,,0.9309,0.0,0.0,1.0,0.0,0.3396,situational_pick,0.3396,situational_pick
Haven,reyna,39.0,0.0,,0.9309,0.0,0.0,1.0,0.0,0.3396,situational_pick,0.3396,situational_pick
Haven,yoru,39.0,0.0,,0.9309,0.0022126436781609,-0.0022,0.9858,-0.0029,0.3368,situational_pick,0.3368,situational_pick
Haven,miks,39.0,0.0,,0.9309,0.0039942528735632,-0.004,0.9826,-0.0053,0.3362,situational_pick,0.3362,situational_pick
Haven,sage,39.0,0.0,,0.9309,0.0137643678160919,-0.0138,0.9667,-0.0185,0.333,situational_pick,0.333,situational_pick
Haven,iso,39.0,0.0,,0.9309,0.0091666666666666,-0.0092,0.9483,-0.0123,0.3293,situational_pick,0.3293,situational_pick
Haven,gekko,39.0,0.0,,0.9309,0.0085632183908045,-0.0086,0.9428,-0.0115,0.3282,situational_pick,0.3282,situational_pick
Haven,veto,39.0,0.0141025641025641,,0.9309,0.0478304597701149,-0.0337,0.8683,-0.0451,0.3189,situational_pick,0.3189,situational_pick
Haven,vyse,39.0,0.053076923076923,,0.9309,0.123721264367816,-0.0706,0.7524,-0.0944,0.3113,situational_pick,0.3113,situational_pick
Haven,jett,39.0,0.1138461538461538,,0.9309,0.0925143678160919,0.0213,0.6011,0.0285,0.3054,situational_pick,0.3054,situational_pick
Haven,harbor,39.0,0.0,,0.9309,0.0506896551724138,-0.0507,0.7246,-0.0678,0.2846,situational_pick,0.2846,situational_pick
Haven,breach,39.0,0.0392307692307692,,0.9309,0.0576867816091954,-0.0185,0.6438,-0.0247,0.2841,situational_pick,0.2841,situational_pick
Haven,skye,39.0,0.1776923076923076,,0.9309,0.3345689655172413,-0.1569,0.3435,-0.2098,0.2794,situational_pick,0.2794,situational_pick
Haven,kayo,39.0,0.0,,0.9309,0.0654597701149425,-0.0655,0.6782,-0.0876,0.2753,situational_pick,0.2753,situational_pick
Haven,tejo,39.0,0.0141025641025641,,0.9309,0.095301724137931,-0.0812,0.6285,-0.1086,0.271,situational_pick,0.271,situational_pick
Haven,viper,39.0,0.2687179487179487,,0.9309,0.4952011494252873,-0.2265,0.0862,-0.3029,0.2644,situational_pick,0.2644,situational_pick
Haven,fade,39.0,0.1546153846153846,,0.9309,0.3588218390804598,-0.2042,0.2934,-0.2731,0.2602,situational_pick,0.2602,situational_pick
Haven,raze,39.0,0.0,,0.9309,0.1724425287356322,-0.1724,0.6003,-0.2306,0.2597,situational_pick,0.2597,situational_pick
Haven,astra,39.0,0.0643589743589743,,0.9309,0.2522701149425287,-0.1879,0.2154,-0.2513,0.2085,situational_pick,0.2085,situational_pick
Haven,brimstone,39.0,0.0,,0.9309,0.2241522988505747,-0.2242,0.0,-0.2999,0.1396,low_sample_signal,0.1396,low_sample_signal
Lotus,neon,45.0,0.7786666666666668,,1.0,0.8105747126436783,-0.0319,0.7902,-0.0427,0.6195,global_meta_core,0.6195,global_meta_core
Lotus,fade,45.0,0.8786666666666666,,1.0,0.3588218390804598,0.5198,0.2934,0.6952,0.5601,map_specialist,0.5601,map_specialist
Lotus,omen,45.0,1.0,,1.0,0.5063362068965518,0.4937,0.0005,0.6603,0.5501,map_specialist,0.5501,map_specialist
Lotus,raze,45.0,0.3993333333333333,,1.0,0.1724425287356322,0.2269,0.6003,0.3035,0.4298,stable_pick,0.4298,stable_pick
Lotus,vyse,45.0,0.3226666666666666,,1.0,0.123721264367816,0.1989,0.7524,0.266,0.4295,stable_pick,0.4295,stable_pick
Lotus,viper,45.0,0.5766666666666668,,1.0,0.4952011494252873,0.0815,0.0862,0.109,0.3979,situational_pick,0.3979,situational_pick
Lotus,waylay,45.0,0.2873333333333333,,1.0,0.3605603448275862,-0.0732,0.6447,-0.0979,0.3939,situational_pick,0.3939,situational_pick
Lotus,veto,45.0,0.076,,1.0,0.0478304597701149,0.0282,0.8683,0.0377,0.3541,situational_pick,0.3541,situational_pick
Lotus,miks,45.0,0.012,,1.0,0.0039942528735632,0.008,0.9826,0.0107,0.3513,situational_pick,0.3513,situational_pick
Lotus,deadlock,45.0,0.0226666666666666,,1.0,0.0242097701149425,-0.0015,0.9554,-0.002,0.3501,situational_pick,0.3501,situational_pick
Lotus,clove,45.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.35,situational_pick,0.35,situational_pick
Lotus,reyna,45.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.35,situational_pick,0.35,situational_pick
Lotus,sage,45.0,0.0106666666666666,,1.0,0.0137643678160919,-0.0031,0.9667,-0.0041,0.3476,situational_pick,0.3476,situational_pick
Lotus,yoru,45.0,0.0,,1.0,0.0022126436781609,-0.0022,0.9858,-0.0029,0.3472,situational_pick,0.3472,situational_pick
Lotus,iso,45.0,0.012,,1.0,0.0091666666666666,0.0028,0.9483,0.0037,0.3445,situational_pick,0.3445,situational_pick
Lotus,gekko,45.0,0.0,,1.0,0.0085632183908045,-0.0086,0.9428,-0.0115,0.3386,situational_pick,0.3386,situational_pick
Lotus,killjoy,45.0,0.1466666666666666,,1.0,0.1355316091954023,0.0111,0.6283,0.0148,0.3343,situational_pick,0.3343,situational_pick
Lotus,chamber,45.0,0.078,,1.0,0.1258908045977011,-0.0479,0.7275,-0.0641,0.3267,situational_pick,0.3267,situational_pick
Lotus,cypher,45.0,0.1653333333333333,,1.0,0.233735632183908,-0.0684,0.4393,-0.0915,0.304,situational_pick,0.304,situational_pick
Lotus,harbor,45.0,0.0213333333333333,,1.0,0.0506896551724138,-0.0294,0.7246,-0.0393,0.3035,situational_pick,0.3035,situational_pick
Lotus,phoenix,45.0,0.0666666666666666,,1.0,0.1569827586206896,-0.0903,0.6265,-0.1208,0.302,situational_pick,0.302,situational_pick
Lotus,kayo,45.0,0.0,,1.0,0.0654597701149425,-0.0655,0.6782,-0.0876,0.2856,situational_pick,0.2856,situational_pick
Lotus,breach,45.0,0.012,,1.0,0.0576867816091954,-0.0457,0.6438,-0.0611,0.2836,situational_pick,0.2836,situational_pick
Lotus,tejo,45.0,0.0,,1.0,0.095301724137931,-0.0953,0.6285,-0.1275,0.2757,situational_pick,0.2757,situational_pick
Lotus,jett,45.0,0.0,,1.0,0.0925143678160919,-0.0925,0.6011,-0.1237,0.2702,situational_pick,0.2702,situational_pick
Lotus,skye,45.0,0.1213333333333333,,1.0,0.3345689655172413,-0.2132,0.3435,-0.2851,0.2672,situational_pick,0.2672,situational_pick
Lotus,astra,45.0,0.012,,1.0,0.2522701149425287,-0.2403,0.2154,-0.3214,0.1979,low_sample_signal,0.1979,low_sample_signal
Lotus,sova,45.0,0.0,,1.0,0.2427011494252873,-0.2427,0.1719,-0.3246,0.1844,low_sample_signal,0.1844,low_sample_signal
Lotus,brimstone,45.0,0.0,,1.0,0.2241522988505747,-0.2242,0.0,-0.2999,0.15,low_sample_signal,0.15,low_sample_signal
Pearl,neon,33.0,0.8033333333333333,,0.8563,0.8105747126436783,-0.0072,0.7902,-0.0096,0.6078,global_meta_core,0.6078,global_meta_core
Pearl,astra,33.0,1.0,,0.8563,0.2522701149425287,0.7477,0.2154,1.0,0.5715,map_specialist,0.5715,map_specialist
Pearl,killjoy,33.0,0.4266666666666667,,0.8563,0.1355316091954023,0.2911,0.6283,0.3893,0.4248,stable_pick,0.4248,stable_pick
Pearl,chamber,33.0,0.363939393939394,,0.8563,0.1258908045977011,0.238,0.7275,0.3183,0.4195,stable_pick,0.4195,stable_pick
Pearl,phoenix,33.0,0.3936363636363636,,0.8563,0.1569827586206896,0.2367,0.6265,0.3166,0.4112,stable_pick,0.4112,stable_pick
Pearl,fade,33.0,0.5145454545454545,,0.8563,0.3588218390804598,0.1557,0.2934,0.2082,0.3929,situational_pick,0.3929,situational_pick
Pearl,waylay,33.0,0.3012121212121212,,0.8563,0.3605603448275862,-0.0593,0.6447,-0.0793,0.3779,situational_pick,0.3779,situational_pick
Pearl,tejo,33.0,0.2748484848484848,,0.8563,0.095301724137931,0.1795,0.6285,0.2401,0.3641,situational_pick,0.3641,situational_pick
Pearl,clove,33.0,0.0,,0.8563,0.0,0.0,1.0,0.0,0.3284,situational_pick,0.3284,situational_pick
Pearl,reyna,33.0,0.0,,0.8563,0.0,0.0,1.0,0.0,0.3284,situational_pick,0.3284,situational_pick
Pearl,yoru,33.0,0.0,,0.8563,0.0022126436781609,-0.0022,0.9858,-0.0029,0.3256,situational_pick,0.3256,situational_pick
Pearl,miks,33.0,0.0,,0.8563,0.0039942528735632,-0.004,0.9826,-0.0053,0.325,situational_pick,0.325,situational_pick
Pearl,sage,33.0,0.0,,0.8563,0.0137643678160919,-0.0138,0.9667,-0.0185,0.3218,situational_pick,0.3218,situational_pick
Pearl,veto,33.0,0.0448484848484848,,0.8563,0.0478304597701149,-0.003,0.8683,-0.004,0.32,situational_pick,0.32,situational_pick
Pearl,deadlock,33.0,0.0,,0.8563,0.0242097701149425,-0.0242,0.9554,-0.0324,0.3195,situational_pick,0.3195,situational_pick
Pearl,iso,33.0,0.0,,0.8563,0.0091666666666666,-0.0092,0.9483,-0.0123,0.3181,situational_pick,0.3181,situational_pick
Pearl,gekko,33.0,0.0,,0.8563,0.0085632183908045,-0.0086,0.9428,-0.0115,0.317,situational_pick,0.317,situational_pick
Pearl,vyse,33.0,0.076060606060606,,0.8563,0.123721264367816,-0.0477,0.7524,-0.0638,0.3093,situational_pick,0.3093,situational_pick
Pearl,kayo,33.0,0.0915151515151515,,0.8563,0.0654597701149425,0.0261,0.6782,0.0349,0.3007,situational_pick,0.3007,situational_pick
Pearl,harbor,33.0,0.0448484848484848,,0.8563,0.0506896551724138,-0.0058,0.7246,-0.0078,0.2913,situational_pick,0.2913,situational_pick
Pearl,sova,33.0,0.2863636363636364,,0.8563,0.2427011494252873,0.0437,0.1719,0.0584,0.2774,situational_pick,0.2774,situational_pick
Pearl,cypher,33.0,0.1518181818181818,,0.8563,0.233735632183908,-0.0819,0.4393,-0.1095,0.277,situational_pick,0.277,situational_pick
Pearl,jett,33.0,0.0466666666666666,,0.8563,0.0925143678160919,-0.0458,0.6011,-0.0613,0.2673,situational_pick,0.2673,situational_pick
Pearl,skye,33.0,0.1503030303030303,,0.8563,0.3345689655172413,-0.1843,0.3435,-0.2465,0.2573,situational_pick,0.2573,situational_pick
Pearl,breach,33.0,0.0,,0.8563,0.0576867816091954,-0.0577,0.6438,-0.0772,0.2572,situational_pick,0.2572,situational_pick
Pearl,raze,33.0,0.0163636363636363,,0.8563,0.1724425287356322,-0.1561,0.6003,-0.2088,0.2551,situational_pick,0.2551,situational_pick
Pearl,viper,33.0,0.0,,0.8563,0.4952011494252873,-0.4952,0.0862,-0.6623,0.1457,low_sample_signal,0.1457,low_sample_signal
Pearl,omen,33.0,0.0163636363636363,,0.8563,0.5063362068965518,-0.49,0.0005,-0.6553,0.1351,low_sample_signal,0.1351,low_sample_signal
Pearl,brimstone,33.0,0.0,,0.8563,0.2241522988505747,-0.2242,0.0,-0.2999,0.1284,low_sample_signal,0.1284,low_sample_signal
Split,neon,34.0,0.7782352941176471,,0.8692,0.8105747126436783,-0.0323,0.7902,-0.0432,0.5997,global_meta_core,0.5997,global_meta_core
Split,viper,34.0,0.8814705882352941,,0.8692,0.4952011494252873,0.3863,0.0862,0.5167,0.5002,map_specialist,0.5002,map_specialist
Split,omen,34.0,0.7505882352941177,,0.8692,0.5063362068965518,0.2443,0.0005,0.3267,0.4307,situational_pick,0.4307,situational_pick
Split,waylay,34.0,0.4123529411764706,,0.8692,0.3605603448275862,0.0518,0.6447,0.0693,0.4243,stable_pick,0.4243,stable_pick
Split,skye,34.0,0.5602941176470588,,0.8692,0.3345689655172413,0.2257,0.3435,0.3019,0.4232,situational_pick,0.4232,situational_pick
Split,raze,34.0,0.3973529411764706,,0.8692,0.1724425287356322,0.2249,0.6003,0.3008,0.4094,stable_pick,0.4094,stable_pick
Split,fade,34.0,0.4397058823529412,,0.8692,0.3588218390804598,0.0809,0.2934,0.1082,0.3649,situational_pick,0.3649,situational_pick
Split,vyse,34.0,0.19,,0.8692,0.123721264367816,0.0663,0.7524,0.0887,0.3569,situational_pick,0.3569,situational_pick
Split,deadlock,34.0,0.045,,0.8692,0.0242097701149425,0.0208,0.9554,0.0278,0.3395,situational_pick,0.3395,situational_pick
Split,sage,34.0,0.0288235294117647,,0.8692,0.0137643678160919,0.0151,0.9667,0.0202,0.3352,situational_pick,0.3352,situational_pick
Split,clove,34.0,0.0,,0.8692,0.0,0.0,1.0,0.0,0.3304,situational_pick,0.3304,situational_pick
Split,reyna,34.0,0.0,,0.8692,0.0,0.0,1.0,0.0,0.3304,situational_pick,0.3304,situational_pick
Split,yoru,34.0,0.0,,0.8692,0.0022126436781609,-0.0022,0.9858,-0.0029,0.3275,situational_pick,0.3275,situational_pick
Split,miks,34.0,0.0,,0.8692,0.0039942528735632,-0.004,0.9826,-0.0053,0.3269,situational_pick,0.3269,situational_pick
Split,iso,34.0,0.0,,0.8692,0.0091666666666666,-0.0092,0.9483,-0.0123,0.32,situational_pick,0.32,situational_pick
Split,gekko,34.0,0.0,,0.8692,0.0085632183908045,-0.0086,0.9428,-0.0115,0.3189,situational_pick,0.3189,situational_pick
Split,veto,34.0,0.0305882352941176,,0.8692,0.0478304597701149,-0.0172,0.8683,-0.023,0.3163,situational_pick,0.3163,situational_pick
Split,harbor,34.0,0.0288235294117647,,0.8692,0.0506896551724138,-0.0219,0.7246,-0.0293,0.2868,situational_pick,0.2868,situational_pick
Split,jett,34.0,0.0891176470588235,,0.8692,0.0925143678160919,-0.0034,0.6011,-0.0045,0.2862,situational_pick,0.2862,situational_pick
Split,chamber,34.0,0.0,,0.8692,0.1258908045977011,-0.1259,0.7275,-0.1684,0.2759,situational_pick,0.2759,situational_pick
Split,astra,34.0,0.2517647058823529,,0.8692,0.2522701149425287,-0.0005,0.2154,-0.0007,0.2742,situational_pick,0.2742,situational_pick
Split,kayo,34.0,0.0,,0.8692,0.0654597701149425,-0.0655,0.6782,-0.0876,0.266,situational_pick,0.266,situational_pick
Split,tejo,34.0,0.0141176470588235,,0.8692,0.095301724137931,-0.0812,0.6285,-0.1086,0.2617,situational_pick,0.2617,situational_pick
Split,phoenix,34.0,0.0144117647058823,,0.8692,0.1569827586206896,-0.1426,0.6265,-0.1907,0.2614,situational_pick,0.2614,situational_pick
Split,breach,34.0,0.0,,0.8692,0.0576867816091954,-0.0577,0.6438,-0.0772,0.2591,situational_pick,0.2591,situational_pick
Split,killjoy,34.0,0.0,,0.8692,0.1355316091954023,-0.1355,0.6283,-0.1812,0.256,situational_pick,0.256,situational_pick
Split,cypher,34.0,0.0879411764705882,,0.8692,0.233735632183908,-0.1458,0.4393,-0.195,0.2534,situational_pick,0.2534,situational_pick
Split,sova,34.0,0.0,,0.8692,0.2427011494252873,-0.2427,0.1719,-0.3246,0.1648,low_sample_signal,0.1648,low_sample_signal
Split,brimstone,34.0,0.0,,0.8692,0.2241522988505747,-0.2242,0.0,-0.2999,0.1304,low_sample_signal,0.1304,low_sample_signal
